base_date,emd_nm,pay_amt
2018-12-25,예래동,15045
2018-12-25,오라동,67529
2018-12-25,외도동,101665
2018-12-25,용담1동,43275
2018-12-25,용담2동,76573
2018-12-25,이도1동,46082
2018-12-25,이도2동,268356
2018-12-25,이호동,20051
2018-12-25,일도1동,19964
2018-12-25,일도2동,199071
2018-12-25,정방동,28033
2018-12-25,중문동,38638
2018-12-25,중앙동,41295
2018-12-25,천지동,35042
2018-12-25,표선면,12569
2018-12-25,화북동,121665
2018-12-25,효돈동,17593
2018-12-26,건입동,48567
2018-12-26,남원읍,53332
2018-12-26,노형동,269401
2018-12-26,대륜동,55924
2018-12-26,대정읍,52109
2018-12-26,대천동,46452
2018-12-26,도두동,13720
2018-12-26,동홍동,109406
2018-12-26,봉개동,15185
2018-12-26,삼도1동,66751
2018-12-26,삼도2동,44405
2018-12-26,삼양동,100535
2018-12-26,서홍동,48336
2018-12-26,성산읍,18798
2018-12-26,송산동,28350
2018-12-26,아라동,131617
2018-12-26,안덕면,12409
2018-12-26,애월읍,6674
2018-12-26,연동,202597
2018-12-26,영천동,32760
2018-12-26,예래동,13932
2018-12-26,오라동,58976
2018-12-26,외도동,97137
2018-12-26,용담1동,45375
2018-12-26,용담2동,68137
2018-12-26,이도1동,50575
2018-12-26,이도2동,246321
2018-12-26,이호동,16666
2018-12-26,일도1동,22158
2018-12-26,일도2동,171783
2018-12-26,정방동,25489
2018-12-26,중문동,45338
2018-12-26,중앙동,50329
2018-12-26,천지동,33572
2018-12-26,표선면,19377
2018-12-26,화북동,114539
2018-12-26,효돈동,14718
2018-12-27,건입동,39539
2018-12-27,남원읍,42230
2018-12-27,노형동,243724
2018-12-27,대륜동,54133
2018-12-27,대정읍,40016
2018-12-27,대천동,41410
2018-12-27,도두동,19664
2018-12-27,동홍동,103050
2018-12-27,봉개동,12756
2018-12-27,삼도1동,71053
2018-12-27,삼도2동,37362
2018-12-27,삼양동,91565
2018-12-27,서홍동,51753
2018-12-27,성산읍,19278
2018-12-27,송산동,29190
2018-12-27,아라동,119827
2018-12-27,안덕면,9974
2018-12-27,애월읍,5426
2018-12-27,연동,196528
2018-12-27,영천동,24705
2018-12-27,예래동,13663
2018-12-27,오라동,56884
2018-12-27,외도동,92326
2018-12-27,용담1동,37525
2018-12-27,용담2동,59679
2018-12-27,이도1동,48628
2018-12-27,이도2동,220029
2018-12-27,이호동,17087
2018-12-27,일도1동,20694
2018-12-27,일도2동,156194
2018-12-27,정방동,30195
2018-12-27,중문동,39318
2018-12-27,중앙동,51899
2018-12-27,천지동,37077
2018-12-27,표선면,18906
2018-12-27,화북동,102111
2018-12-27,효돈동,15400
2018-12-28,건입동,38296
2018-12-28,남원읍,46980
2018-12-28,노형동,223615
2018-12-28,대륜동,48378
2018-12-28,대정읍,44669
2018-12-28,대천동,40458
2018-12-28,도두동,10313
2018-12-28,동홍동,94776
2018-12-28,봉개동,12229
2018-12-28,삼도1동,53932
2018-12-28,삼도2동,33838
2018-12-28,삼양동,83225
2018-12-28,서홍동,44937
2018-12-28,성산읍,19944
2018-12-28,송산동,26602
2018-12-28,아라동,98292
2018-12-28,안덕면,17597
2018-12-28,애월읍,6157
2018-12-28,연동,170654
2018-12-28,영천동,20873
2018-12-28,예래동,12384
2018-12-28,오라동,50690
2018-12-28,외도동,83051
2018-12-28,용담1동,35467
2018-12-28,용담2동,57334
2018-12-28,이도1동,40325
2018-12-28,이도2동,192749
2018-12-28,이호동,12690
2018-12-28,일도1동,21146
2018-12-28,일도2동,142383
2018-12-28,정방동,24624
2018-12-28,중문동,31044
2018-12-28,중앙동,45315
2018-12-28,천지동,29854
2018-12-28,표선면,17989
2018-12-28,화북동,92976
2018-12-28,효돈동,13746
2018-12-29,건입동,49707
2018-12-29,남원읍,51130
2018-12-29,노형동,277884
2018-12-29,대륜동,50832
2018-12-29,대정읍,46196
2018-12-29,대천동,49260
2018-12-29,도두동,12473
2018-12-29,동홍동,114899
2018-12-29,봉개동,16459
2018-12-29,삼도1동,74371
2018-12-29,삼도2동,40080
2018-12-29,삼양동,105279
2018-12-29,서홍동,45138
2018-12-29,성산읍,25540
2018-12-29,송산동,34096
2018-12-29,아라동,122303
2018-12-29,안덕면,13092
2018-12-29,애월읍,4975
2018-12-29,연동,208015
2018-12-29,영천동,28353
2018-12-29,예래동,10500
2018-12-29,오라동,60903
2018-12-29,외도동,101109
2018-12-29,용담1동,36177
2018-12-29,용담2동,70778
2018-12-29,이도1동,43827
2018-12-29,이도2동,248957
2018-12-29,이호동,21008
2018-12-29,일도1동,22338
2018-12-29,일도2동,166800
2018-12-29,정방동,28680
2018-12-29,중문동,37785
2018-12-29,중앙동,47186
2018-12-29,천지동,35969
2018-12-29,표선면,24535
2018-12-29,화북동,111075
2018-12-29,효돈동,14307
2018-12-30,건입동,46872
2018-12-30,남원읍,48312
2018-12-30,노형동,300337
2018-12-30,대륜동,65427
2018-12-30,대정읍,47568
2018-12-30,대천동,51847
2018-12-30,도두동,19450
2018-12-30,동홍동,102273
2018-12-30,봉개동,19888
2018-12-30,삼도1동,78682
2018-12-30,삼도2동,45369
2018-12-30,삼양동,111638
2018-12-30,서홍동,47648
2018-12-30,성산읍,22002
2018-12-30,송산동,26877
2018-12-30,아라동,157220
2018-12-30,안덕면,15875
2018-12-30,애월읍,6479
2018-12-30,연동,231992
2018-12-30,영천동,20800
2018-12-30,예래동,10942
2018-12-30,오라동,71397
2018-12-30,외도동,115569
2018-12-30,용담1동,42704
2018-12-30,용담2동,76650
2018-12-30,이도1동,53145
2018-12-30,이도2동,274047
2018-12-30,이호동,18647
2018-12-30,일도1동,25935
2018-12-30,일도2동,202049
2018-12-30,정방동,28956
2018-12-30,중문동,42511
2018-12-30,중앙동,41047
2018-12-30,천지동,30210
2018-12-30,표선면,20871
2018-12-30,화북동,123230
2018-12-30,효돈동,14260
2018-12-31,건입동,46458
2018-12-31,남원읍,58173
2018-12-31,노형동,273369
2018-12-31,대륜동,54088
2018-12-31,대정읍,57306
2018-12-31,대천동,45452
2018-12-31,도두동,17820
2018-12-31,동홍동,114344
2018-12-31,봉개동,15825
2018-12-31,삼도1동,69733
2018-12-31,삼도2동,41229
2018-12-31,삼양동,104962
2018-12-31,서홍동,49812
2018-12-31,성산읍,24898
2018-12-31,송산동,29604
2018-12-31,아라동,128919
2018-12-31,안덕면,16468
2018-12-31,애월읍,7529
2018-12-31,연동,202838
2018-12-31,영천동,29469
2018-12-31,예래동,13813
2018-12-31,오라동,67118
2018-12-31,외도동,97530
2018-12-31,용담1동,38143
2018-12-31,용담2동,65666
2018-12-31,이도1동,51988
2018-12-31,이도2동,238991
2018-12-31,이호동,18400
2018-12-31,일도1동,19367
2018-12-31,일도2동,170779
2018-12-31,정방동,27514
2018-12-31,중문동,43862
2018-12-31,중앙동,50315
2018-12-31,천지동,31933
2018-12-31,표선면,21501
2018-12-31,화북동,115507
2018-12-31,효돈동,14929
2019-01-01,건입동,43819
2019-01-01,남원읍,39647
2019-01-01,노형동,244765
2019-01-01,대륜동,48157
2019-01-01,대정읍,50407
2019-01-01,대천동,44410
2019-01-01,도두동,13474
2019-01-01,동홍동,103877
2019-01-01,봉개동,16857
2019-01-01,삼도1동,68800
2019-01-01,삼도2동,39250
2019-01-01,삼양동,104211
2019-01-01,서홍동,40591
2019-01-01,성산읍,22507
2019-01-01,송산동,26648
2019-01-01,아라동,126862
2019-01-01,안덕면,18564
2019-01-01,애월읍,6845
2019-01-01,연동,192353
2019-01-01,영천동,20761
2019-01-01,예래동,10152
2019-01-01,오라동,55602
2019-01-01,외도동,95508
2019-01-01,용담1동,30877
2019-01-01,용담2동,65702
2019-01-01,이도1동,40267
2019-01-01,이도2동,246782
2019-01-01,이호동,21958
2019-01-01,일도1동,15644
2019-01-01,일도2동,163402
2019-01-01,정방동,26590
2019-01-01,중문동,39787
2019-01-01,중앙동,36291
2019-01-01,천지동,26336
2019-01-01,표선면,17774
2019-01-01,화북동,111662
2019-01-01,효돈동,12130
2019-01-02,건입동,44783
2019-01-02,남원읍,53636
2019-01-02,노형동,278266
2019-01-02,대륜동,58073
2019-01-02,대정읍,43772
2019-01-02,대천동,51529
2019-01-02,도두동,21201
2019-01-02,동홍동,107608
2019-01-02,봉개동,15108
2019-01-02,삼도1동,70164
2019-01-02,삼도2동,40260
2019-01-02,삼양동,110129
2019-01-02,서홍동,48848
2019-01-02,성산읍,30935
2019-01-02,송산동,30434
2019-01-02,아라동,141670
2019-01-02,안덕면,15654
2019-01-02,애월읍,5360
2019-01-02,연동,192383
2019-01-02,영천동,29409
2019-01-02,예래동,12141
2019-01-02,오라동,70273
2019-01-02,외도동,106446
2019-01-02,용담1동,42998
2019-01-02,용담2동,67754
2019-01-02,이도1동,46109
2019-01-02,이도2동,250860
2019-01-02,이호동,23771
2019-01-02,일도1동,20038
2019-01-02,일도2동,165082
2019-01-02,정방동,18140
2019-01-02,중문동,44933
2019-01-02,중앙동,49437
2019-01-02,천지동,32218
2019-01-02,표선면,20192
2019-01-02,화북동,114450
2019-01-02,효돈동,12945
2019-01-03,건입동,43993
2019-01-03,남원읍,48117
2019-01-03,노형동,268959
2019-01-03,대륜동,53297
2019-01-03,대정읍,50394
2019-01-03,대천동,44379
2019-01-03,도두동,15331
2019-01-03,동홍동,92903
2019-01-03,봉개동,17351
2019-01-03,삼도1동,72963
2019-01-03,삼도2동,42774
2019-01-03,삼양동,103902
2019-01-03,서홍동,47081
2019-01-03,성산읍,31556
2019-01-03,송산동,29571
2019-01-03,아라동,130829
2019-01-03,안덕면,19727
2019-01-03,애월읍,7693
2019-01-03,연동,195049
2019-01-03,영천동,30128
2019-01-03,예래동,10010
2019-01-03,오라동,58026
2019-01-03,외도동,105331
2019-01-03,용담1동,42445
2019-01-03,용담2동,68793
2019-01-03,이도1동,50943
2019-01-03,이도2동,248583
2019-01-03,이호동,19893
2019-01-03,일도1동,21170
2019-01-03,일도2동,173664
2019-01-03,정방동,22703
2019-01-03,중문동,45602
2019-01-03,중앙동,45569
2019-01-03,천지동,32859
2019-01-03,표선면,19620
2019-01-03,화북동,115975
2019-01-03,효돈동,12158
2019-01-04,건입동,38842
2019-01-04,남원읍,48829
2019-01-04,노형동,228256
2019-01-04,대륜동,43099
2019-01-04,대정읍,49058
2019-01-04,대천동,39979
2019-01-04,도두동,12756
2019-01-04,동홍동,76049
2019-01-04,봉개동,11899
2019-01-04,삼도1동,59997
2019-01-04,삼도2동,34580
2019-01-04,삼양동,88054
2019-01-04,서홍동,34931
2019-01-04,성산읍,34412
2019-01-04,송산동,20774
2019-01-04,아라동,116722
2019-01-04,안덕면,16743
2019-01-04,애월읍,6909
2019-01-04,연동,165445
2019-01-04,영천동,23272
2019-01-04,예래동,13999
2019-01-04,오라동,54662
2019-01-04,외도동,86334
2019-01-04,용담1동,27653
2019-01-04,용담2동,53767
2019-01-04,이도1동,40534
2019-01-04,이도2동,204300
2019-01-04,이호동,13882
2019-01-04,일도1동,17217
2019-01-04,일도2동,137401
2019-01-04,정방동,16647
2019-01-04,중문동,38098
2019-01-04,중앙동,36566
2019-01-04,천지동,24808
2019-01-04,표선면,16051
2019-01-04,화북동,96929
2019-01-04,효돈동,9856
2019-01-05,건입동,45551
2019-01-05,남원읍,44516
2019-01-05,노형동,262442
2019-01-05,대륜동,57559
2019-01-05,대정읍,57175
2019-01-05,대천동,49424
2019-01-05,도두동,13621
2019-01-05,동홍동,88437
2019-01-05,봉개동,15674
2019-01-05,삼도1동,72016
2019-01-05,삼도2동,39694
2019-01-05,삼양동,95639
2019-01-05,서홍동,40575
2019-01-05,성산읍,30240
2019-01-05,송산동,32708
2019-01-05,아라동,127859
2019-01-05,안덕면,15558
2019-01-05,애월읍,5684
2019-01-05,연동,207918
2019-01-05,영천동,22235
2019-01-05,예래동,10016
2019-01-05,오라동,59276
2019-01-05,외도동,95038
2019-01-05,용담1동,39775
2019-01-05,용담2동,68705
2019-01-05,이도1동,50745
2019-01-05,이도2동,225398
2019-01-05,이호동,19285
2019-01-05,일도1동,23838
2019-01-05,일도2동,171333
2019-01-05,정방동,24161
2019-01-05,중문동,43515
2019-01-05,중앙동,46744
2019-01-05,천지동,30781
2019-01-05,표선면,22211
2019-01-05,화북동,109594
2019-01-05,효돈동,12161
2019-01-06,건입동,50696
2019-01-06,남원읍,52267
2019-01-06,노형동,286867
2019-01-06,대륜동,58730
2019-01-06,대정읍,57512
2019-01-06,대천동,48887
2019-01-06,도두동,15457
2019-01-06,동홍동,93973
2019-01-06,봉개동,19024
2019-01-06,삼도1동,78396
2019-01-06,삼도2동,45917
2019-01-06,삼양동,118735
2019-01-06,서홍동,44577
2019-01-06,성산읍,29156
2019-01-06,송산동,28404
2019-01-06,아라동,154528
2019-01-06,안덕면,19740
2019-01-06,애월읍,6676
2019-01-06,연동,227804
2019-01-06,영천동,18257
2019-01-06,예래동,12712
2019-01-06,오라동,66514
2019-01-06,외도동,111930
2019-01-06,용담1동,42830
2019-01-06,용담2동,78361
2019-01-06,이도1동,51760
2019-01-06,이도2동,282974
2019-01-06,이호동,18210
2019-01-06,일도1동,23931
2019-01-06,일도2동,194570
2019-01-06,정방동,23318
2019-01-06,중문동,46837
2019-01-06,중앙동,38824
2019-01-06,천지동,25438
2019-01-06,표선면,21655
2019-01-06,화북동,121336
2019-01-06,효돈동,11488
2019-01-07,건입동,43158
2019-01-07,남원읍,38749
2019-01-07,노형동,278383
2019-01-07,대륜동,54379
2019-01-07,대정읍,53234
2019-01-07,대천동,48758
2019-01-07,도두동,23036
2019-01-07,동홍동,89797
2019-01-07,봉개동,14978
2019-01-07,삼도1동,66569
2019-01-07,삼도2동,38829
2019-01-07,삼양동,100869
2019-01-07,서홍동,39607
2019-01-07,성산읍,32973
2019-01-07,송산동,29944
2019-01-07,아라동,133183
2019-01-07,안덕면,16338
2019-01-07,애월읍,6513
2019-01-07,연동,200722
2019-01-07,영천동,16656
2019-01-07,예래동,12333
2019-01-07,오라동,58543
2019-01-07,외도동,97970
2019-01-07,용담1동,35084
2019-01-07,용담2동,68273
2019-01-07,이도1동,48707
2019-01-07,이도2동,242533
2019-01-07,이호동,17360
2019-01-07,일도1동,19030
2019-01-07,일도2동,165482
2019-01-07,정방동,15515
2019-01-07,중문동,43588
2019-01-07,중앙동,44021
2019-01-07,천지동,32657
2019-01-07,표선면,23135
2019-01-07,화북동,112862
2019-01-07,효돈동,16690
2019-01-08,건입동,47961
2019-01-08,남원읍,44766
2019-01-08,노형동,246025
2019-01-08,대륜동,48675
2019-01-08,대정읍,54483
2019-01-08,대천동,40231
2019-01-08,도두동,15483
2019-01-08,동홍동,78773
2019-01-08,봉개동,15379
2019-01-08,삼도1동,63210
2019-01-08,삼도2동,35165
2019-01-08,삼양동,91278
2019-01-08,서홍동,40283
2019-01-08,성산읍,30076
2019-01-08,송산동,28479
2019-01-08,아라동,119289
2019-01-08,안덕면,16686
2019-01-08,애월읍,6131
2019-01-08,연동,196807
2019-01-08,영천동,15408
2019-01-08,예래동,11614
2019-01-08,오라동,55066
2019-01-08,외도동,87631
2019-01-08,용담1동,37636
2019-01-08,용담2동,60715
2019-01-08,이도1동,48716
2019-01-08,이도2동,235526
2019-01-08,이호동,23185
2019-01-08,일도1동,16837
2019-01-08,일도2동,151930
2019-01-08,정방동,16696
2019-01-08,중문동,34171
2019-01-08,중앙동,40827
2019-01-08,천지동,29585
2019-01-08,표선면,22503
2019-01-08,화북동,102214
2019-01-08,효돈동,11285
2019-01-09,건입동,40173
2019-01-09,남원읍,46591
2019-01-09,노형동,255238
2019-01-09,대륜동,49403
2019-01-09,대정읍,52903
2019-01-09,대천동,39535
2019-01-09,도두동,13265
2019-01-09,동홍동,74671
2019-01-09,봉개동,15536
2019-01-09,삼도1동,65910
2019-01-09,삼도2동,39105
2019-01-09,삼양동,94435
2019-01-09,서홍동,35688
2019-01-09,성산읍,40142
2019-01-09,송산동,24212
2019-01-09,아라동,118711
2019-01-09,안덕면,18588
2019-01-09,애월읍,6440
2019-01-09,연동,181622
2019-01-09,영천동,14182
2019-01-09,예래동,11346
2019-01-09,오라동,56833
2019-01-09,외도동,90770
2019-01-09,용담1동,42019
2019-01-09,용담2동,64535
2019-01-09,이도1동,44267
2019-01-09,이도2동,222836
2019-01-09,이호동,16053
2019-01-09,일도1동,18983
2019-01-09,일도2동,147865
2019-01-09,정방동,14761
2019-01-09,중문동,39303
2019-01-09,중앙동,36372
2019-01-09,천지동,26568
2019-01-09,표선면,27538
2019-01-09,화북동,101690
2019-01-09,효돈동,8803
2019-01-10,건입동,44157
2019-01-10,남원읍,39949
2019-01-10,노형동,248539
2019-01-10,대륜동,49061
2019-01-10,대정읍,61572
2019-01-10,대천동,47506
2019-01-10,도두동,12084
2019-01-10,동홍동,78453
2019-01-10,봉개동,14132
2019-01-10,삼도1동,68687
2019-01-10,삼도2동,42920
2019-01-10,삼양동,96360
2019-01-10,서홍동,42172
2019-01-10,성산읍,35223
2019-01-10,송산동,36485
2019-01-10,아라동,119811
2019-01-10,안덕면,16721
2019-01-10,애월읍,6713
2019-01-10,연동,189298
2019-01-10,영천동,12136
2019-01-10,예래동,13667
2019-01-10,오라동,58105
2019-01-10,외도동,88512
2019-01-10,용담1동,35311
2019-01-10,용담2동,67296
2019-01-10,이도1동,44934
2019-01-10,이도2동,230146
2019-01-10,이호동,19572
2019-01-10,일도1동,20437
2019-01-10,일도2동,158811
2019-01-10,정방동,18782
2019-01-10,중문동,39610
2019-01-10,중앙동,41172
2019-01-10,천지동,29656
2019-01-10,표선면,17150
2019-01-10,화북동,101274
2019-01-10,효돈동,10250
2019-01-11,건입동,44333
2019-01-11,남원읍,47361
2019-01-11,노형동,227884
2019-01-11,대륜동,43451
2019-01-11,대정읍,65038
2019-01-11,대천동,34789
2019-01-11,도두동,12594
2019-01-11,동홍동,76186
2019-01-11,봉개동,13872
2019-01-11,삼도1동,64533
2019-01-11,삼도2동,38781
2019-01-11,삼양동,86767
2019-01-11,서홍동,41639
2019-01-11,성산읍,34031
2019-01-11,송산동,23769
2019-01-11,아라동,116203
2019-01-11,안덕면,16357
2019-01-11,애월읍,5600
2019-01-11,연동,178189
2019-01-11,영천동,14734
2019-01-11,예래동,20575
2019-01-11,오라동,48856
2019-01-11,외도동,88171
2019-01-11,용담1동,36776
2019-01-11,용담2동,60828
2019-01-11,이도1동,49398
2019-01-11,이도2동,213209
2019-01-11,이호동,15448
2019-01-11,일도1동,20377
2019-01-11,일도2동,150414
2019-01-11,정방동,15895
2019-01-11,중문동,37654
2019-01-11,중앙동,40385
2019-01-11,천지동,33885
2019-01-11,표선면,17562
2019-01-11,화북동,102403
2019-01-11,효돈동,8842
2019-01-12,건입동,44967
2019-01-12,남원읍,36475
2019-01-12,노형동,219283
2019-01-12,대륜동,44574
2019-01-12,대정읍,47261
2019-01-12,대천동,39717
2019-01-12,도두동,19687
2019-01-12,동홍동,79916
2019-01-12,봉개동,12511
2019-01-12,삼도1동,69071
2019-01-12,삼도2동,32563
2019-01-12,삼양동,93329
2019-01-12,서홍동,38357
2019-01-12,성산읍,39797
2019-01-12,송산동,25402
2019-01-12,아라동,123753
2019-01-12,안덕면,10455
2019-01-12,애월읍,6711
2019-01-12,연동,196312
2019-01-12,영천동,11867
2019-01-12,예래동,11383
2019-01-12,오라동,52912
2019-01-12,외도동,90770
2019-01-12,용담1동,33067
2019-01-12,용담2동,67783
2019-01-12,이도1동,46112
2019-01-12,이도2동,227156
2019-01-12,이호동,20102
2019-01-12,일도1동,16057
2019-01-12,일도2동,159454
2019-01-12,정방동,14830
2019-01-12,중문동,33576
2019-01-12,중앙동,38938
2019-01-12,천지동,29809
2019-01-12,표선면,19109
2019-01-12,화북동,102513
2019-01-12,효돈동,10711
2019-01-13,건입동,48521
2019-01-13,남원읍,48697
2019-01-13,노형동,288190
2019-01-13,대륜동,56818
2019-01-13,대정읍,59758
2019-01-13,대천동,45690
2019-01-13,도두동,16165
2019-01-13,동홍동,89657
2019-01-13,봉개동,18187
2019-01-13,삼도1동,79745
2019-01-13,삼도2동,40506
2019-01-13,삼양동,121823
2019-01-13,서홍동,36746
2019-01-13,성산읍,30051
2019-01-13,송산동,28351
2019-01-13,아라동,154085
2019-01-13,안덕면,22061
2019-01-13,애월읍,5318
2019-01-13,연동,228602
2019-01-13,영천동,11684
2019-01-13,예래동,13198
2019-01-13,오라동,66739
2019-01-13,외도동,107730
2019-01-13,용담1동,42349
2019-01-13,용담2동,78586
2019-01-13,이도1동,56665
2019-01-13,이도2동,284164
2019-01-13,이호동,20402
2019-01-13,일도1동,24384
2019-01-13,일도2동,195782
2019-01-13,정방동,19804
2019-01-13,중문동,41347
2019-01-13,중앙동,38513
2019-01-13,천지동,23066
2019-01-13,표선면,18788
2019-01-13,화북동,121185
2019-01-13,효돈동,13358
2019-01-14,건입동,47821
2019-01-14,남원읍,48062
2019-01-14,노형동,280360
2019-01-14,대륜동,49712
2019-01-14,대정읍,57662
2019-01-14,대천동,46490
2019-01-14,도두동,11784
2019-01-14,동홍동,83042
2019-01-14,봉개동,13906
2019-01-14,삼도1동,69855
2019-01-14,삼도2동,36716
2019-01-14,삼양동,98119
2019-01-14,서홍동,41922
2019-01-14,성산읍,43885
2019-01-14,송산동,28959
2019-01-14,아라동,133957
2019-01-14,안덕면,23256
2019-01-14,애월읍,6343
2019-01-14,연동,202889
2019-01-14,영천동,15765
2019-01-14,예래동,15766
2019-01-14,오라동,62541
2019-01-14,외도동,92615
2019-01-14,용담1동,39426
2019-01-14,용담2동,65796
2019-01-14,이도1동,49541
2019-01-14,이도2동,241860
2019-01-14,이호동,19729
2019-01-14,일도1동,20540
2019-01-14,일도2동,165326
2019-01-14,정방동,17354
2019-01-14,중문동,41411
2019-01-14,중앙동,44470
2019-01-14,천지동,28472
2019-01-14,표선면,21047
2019-01-14,화북동,108473
2019-01-14,효돈동,12003
2019-01-15,건입동,37946
2019-01-15,남원읍,40791
2019-01-15,노형동,220454
2019-01-15,대륜동,46228
2019-01-15,대정읍,39656
2019-01-15,대천동,39032
2019-01-15,도두동,15724
2019-01-15,동홍동,71981
2019-01-15,봉개동,12743
2019-01-15,삼도1동,67865
2019-01-15,삼도2동,34626
2019-01-15,삼양동,89623
2019-01-15,서홍동,37140
2019-01-15,성산읍,38607
2019-01-15,송산동,29569
2019-01-15,아라동,117912
2019-01-15,안덕면,11429
2019-01-15,애월읍,5902
2019-01-15,연동,191182
2019-01-15,영천동,10176
2019-01-15,예래동,10790
2019-01-15,오라동,54549
2019-01-15,외도동,101477
2019-01-15,용담1동,36540
2019-01-15,용담2동,64009
2019-01-15,이도1동,48474
2019-01-15,이도2동,228844
2019-01-15,이호동,16995
2019-01-15,일도1동,26208
2019-01-15,일도2동,155763
2019-01-15,정방동,16225
2019-01-15,중문동,34135
2019-01-15,중앙동,37013
2019-01-15,천지동,25486
2019-01-15,표선면,26960
2019-01-15,화북동,98651
2019-01-15,효돈동,10643
2019-01-16,건입동,40717
2019-01-16,남원읍,37262
2019-01-16,노형동,237883
2019-01-16,대륜동,48762
2019-01-16,대정읍,55518
2019-01-16,대천동,42777
2019-01-16,도두동,10493
2019-01-16,동홍동,71288
2019-01-16,봉개동,15194
2019-01-16,삼도1동,64372
2019-01-16,삼도2동,39186
2019-01-16,삼양동,93726
2019-01-16,서홍동,35847
2019-01-16,성산읍,38735
2019-01-16,송산동,24906
2019-01-16,아라동,128952
2019-01-16,안덕면,14781
2019-01-16,애월읍,5352
2019-01-16,연동,188720
2019-01-16,영천동,11181
2019-01-16,예래동,10987
2019-01-16,오라동,51559
2019-01-16,외도동,84311
2019-01-16,용담1동,37855
2019-01-16,용담2동,59232
2019-01-16,이도1동,50735
2019-01-16,이도2동,214226
2019-01-16,이호동,17987
2019-01-16,일도1동,18987
2019-01-16,일도2동,146152
2019-01-16,정방동,17765
2019-01-16,중문동,34316
2019-01-16,중앙동,41061
2019-01-16,천지동,22594
2019-01-16,표선면,23003
2019-01-16,화북동,108283
2019-01-16,효돈동,9995
2019-01-17,건입동,41823
2019-01-17,남원읍,46213
2019-01-17,노형동,238320
2019-01-17,대륜동,48252
2019-01-17,대정읍,60234
2019-01-17,대천동,38272
2019-01-17,도두동,19489
2019-01-17,동홍동,67660
2019-01-17,봉개동,15712
2019-01-17,삼도1동,67538
2019-01-17,삼도2동,37687
2019-01-17,삼양동,99500
2019-01-17,서홍동,39706
2019-01-17,성산읍,38431
2019-01-17,송산동,24559
2019-01-17,아라동,118101
2019-01-17,안덕면,20629
2019-01-17,애월읍,5735
2019-01-17,연동,184275
2019-01-17,영천동,12704
2019-01-17,예래동,8938
2019-01-17,오라동,53505
2019-01-17,외도동,87582
2019-01-17,용담1동,37925
2019-01-17,용담2동,62027
2019-01-17,이도1동,48218
2019-01-17,이도2동,237991
2019-01-17,이호동,20150
2019-01-17,일도1동,20938
2019-01-17,일도2동,157249
2019-01-17,정방동,17568
2019-01-17,중문동,38549
2019-01-17,중앙동,38528
2019-01-17,천지동,26628
2019-01-17,표선면,20029
2019-01-17,화북동,99056
2019-01-17,효돈동,9645
2019-01-18,건입동,45452
2019-01-18,남원읍,51479
2019-01-18,노형동,238948
2019-01-18,대륜동,46837
2019-01-18,대정읍,67789
2019-01-18,대천동,40454
2019-01-18,도두동,11399
2019-01-18,동홍동,77508
2019-01-18,봉개동,15069
2019-01-18,삼도1동,71950
2019-01-18,삼도2동,38282
2019-01-18,삼양동,94019
2019-01-18,서홍동,46022
2019-01-18,성산읍,41023
2019-01-18,송산동,23551
2019-01-18,아라동,122721
2019-01-18,안덕면,21937
2019-01-18,애월읍,7678
2019-01-18,연동,189978
2019-01-18,영천동,14552
2019-01-18,예래동,11844
2019-01-18,오라동,55251
2019-01-18,외도동,91189
2019-01-18,용담1동,40984
2019-01-18,용담2동,72672
2019-01-18,이도1동,44368
2019-01-18,이도2동,226104
2019-01-18,이호동,17693
2019-01-18,일도1동,23291
2019-01-18,일도2동,157283
2019-01-18,정방동,16546
2019-01-18,중문동,39454
2019-01-18,중앙동,42105
2019-01-18,천지동,22381
2019-01-18,표선면,18841
2019-01-18,화북동,99037
2019-01-18,효돈동,12715
2019-01-19,건입동,40153
2019-01-19,남원읍,40512
2019-01-19,노형동,230542
2019-01-19,대륜동,46332
2019-01-19,대정읍,62770
2019-01-19,대천동,43242
2019-01-19,도두동,12007
2019-01-19,동홍동,68095
2019-01-19,봉개동,12829
2019-01-19,삼도1동,64258
2019-01-19,삼도2동,30911
2019-01-19,삼양동,84851
2019-01-19,서홍동,33995
2019-01-19,성산읍,42674
2019-01-19,송산동,26660
2019-01-19,아라동,120301
2019-01-19,안덕면,20754
2019-01-19,애월읍,5312
2019-01-19,연동,184983
2019-01-19,영천동,21486
2019-01-19,예래동,14715
2019-01-19,오라동,54215
2019-01-19,외도동,88064
2019-01-19,용담1동,33171
2019-01-19,용담2동,60865
2019-01-19,이도1동,45116
2019-01-19,이도2동,213952
2019-01-19,이호동,14282
2019-01-19,일도1동,16090
2019-01-19,일도2동,146069
2019-01-19,정방동,16003
2019-01-19,중문동,36801
2019-01-19,중앙동,37562
2019-01-19,천지동,18383
2019-01-19,표선면,16814
2019-01-19,화북동,99491
2019-01-19,효돈동,10579
2019-01-20,건입동,51347
2019-01-20,남원읍,40039
2019-01-20,노형동,280044
2019-01-20,대륜동,55796
2019-01-20,대정읍,56616
2019-01-20,대천동,43562
2019-01-20,도두동,14989
2019-01-20,동홍동,80943
2019-01-20,봉개동,18495
2019-01-20,삼도1동,76754
2019-01-20,삼도2동,44541
2019-01-20,삼양동,118610
2019-01-20,서홍동,39462
2019-01-20,성산읍,43505
2019-01-20,송산동,27152
2019-01-20,아라동,145162
2019-01-20,안덕면,20288
